problem,solver,settings,runtime,found,primal_residual,dual_residual,duality_gap,cost_error
DUAL2,qpoases,low_accuracy,0.004787030004081316,True,1.487901815644399e-12,2.9351521213527576e-15,4.0342729157316626e-14,1.2268145527238872e-10
DUAL2,qpswift,default,0.006513542990433052,True,0.0,7.483732917759983e-09,1.0085000196058402e-10,1.3029309575696146e-10
DUAL2,qpswift,high_accuracy,0.007606036000652239,True,2.220446049250313e-16,7.483716306858932e-11,1.0082906731767594e-12,1.227975568451889e-10
DUAL2,qpswift,low_accuracy,0.004946676010149531,True,2.220446049250313e-16,0.00027031007666616143,1.8884813681299684e-05,3.6967595043319035e-06
DUAL2,quadprog,default,0.0018054779939120635,True,3.3306690738754696e-16,1.1213252548714081e-14,9.020562075079397e-17,1.2272188126827288e-10
DUAL2,quadprog,high_accuracy,0.0023352010030066594,True,3.3306690738754696e-16,1.1213252548714081e-14,9.020562075079397e-17,1.2272188126827288e-10
DUAL2,quadprog,low_accuracy,0.0025448060041526332,True,3.3306690738754696e-16,1.1213252548714081e-14,9.020562075079397e-17,1.2272188126827288e-10
DUAL2,scs,default,0.006355389006785117,True,2.1457680632330778e-08,2.3014786469655046e-07,1.2974798097878232e-07,7.859127862386295e-10
DUAL2,scs,high_accuracy,0.007419642002787441,True,1.1102230246251565e-15,1.5620837956475953e-13,5.61554792250593e-15,1.2272366456400619e-10
DUAL2,scs,low_accuracy,0.006740688011632301,True,2.1457680632330778e-08,2.3014786469655046e-07,1.2974798097878232e-07,7.859127862386295e-10
DUAL3,clarabel,default,0.028074992005713284,True,1.1102230246251565e-15,1.431476324195019e-11,2.6664617736038565e-09,2.165127216402496e-09
DUAL3,clarabel,high_accuracy,0.026319545999285765,True,1.1102230246251565e-16,6.307001009777866e-12,4.294714583963355e-10,2.9799579470690674e-09
DUAL3,clarabel,low_accuracy,0.021522120005101897,True,4.440892098500626e-16,2.2478204600396776e-15,4.6590849436256576e-05,1.5687690587573577e-05
DUAL3,cvxopt,default,0.012556920002680272,True,2.220446049250313e-16,1.5118571004330734e-15,1.5341437287208493e-08,2.6296391175684164e-09
DUAL3,cvxopt,high_accuracy,0.03465499798767269,True,2.220446049250313e-16,1.5118571004330734e-15,1.5341437287208493e-08,2.6296391175684164e-09
DUAL3,cvxopt,low_accuracy,0.03145842399680987,True,2.220446049250313e-16,1.5118571004330734e-15,1.5341437287208493e-08,2.6296391175684164e-09
DUAL3,daqp,default,0.0018095169943990186,True,1.2212453270876722e-15,4.107825191113079e-15,2.220446049250313e-16,3.133978909719559e-09
DUAL3,daqp,high_accuracy,0.002117176991305314,True,1.2212453270876722e-15,4.107825191113079e-15,2.220446049250313e-16,3.133978909719559e-09
DUAL3,daqp,low_accuracy,0.001660830996115692,True,0.0009261330035937771,4.690692279041286e-15,8.326672684688674e-17,0.0001220855978791846
DUAL3,ecos,default,0.03581144500640221,True,6.106226635438361e-15,2.887278601726445e-05,3.9660953105036256e-08,3.0057360766999608e-09
DUAL3,ecos,high_accuracy,0.03560657000343781,True,6.106226635438361e-15,2.887278601726445e-05,3.9660953105036256e-08,3.0057360766999608e-09
DUAL3,ecos,low_accuracy,0.03560358300455846,True,6.106226635438361e-15,2.887278601726445e-05,3.9660953105036256e-08,3.0057360766999608e-09
DUAL3,gurobi,default,0.05626760600716807,True,9.576672788114138e-12,4.999567085328671e-08,1.6948897285651299e-09,2.350667688277852e-09
DUAL3,gurobi,high_accuracy,0.037182982996455394,True,9.576672788114138e-12,4.999567085328671e-08,1.6948897285651299e-09,2.350667688277852e-09
DUAL3,gurobi,low_accuracy,0.03731394799251575,True,9.576672788114138e-12,4.999567085328671e-08,1.6948897285651299e-09,2.350667688277852e-09
DUAL3,highs,default,0.11845321899454575,True,4.440892098500626e-16,3.84410800413626e-09,1.6990036599828784e-09,3.1339787986972567e-09
DUAL3,highs,high_accuracy,0.11755852799979039,True,4.440892098500626e-16,3.84410800413626e-09,1.6990036599828784e-09,3.1339787986972567e-09
DUAL3,highs,low_accuracy,0.1206535149976844,True,4.440892098500626e-16,3.84410800413626e-09,1.6990036599828784e-09,3.1339787986972567e-09
DUAL3,osqp,default,0.007212762997369282,True,6.146292660025999e-09,2.2753850989487567e-07,2.1341679026264627e-07,3.792099967370177e-09
DUAL3,osqp,high_accuracy,0.011157874003401957,True,8.6237894736193e-10,1.0776879388885163e-11,1.3166539971309132e-10,3.2674782879382747e-09
DUAL3,osqp,low_accuracy,0.0071060490008676425,True,2.117207683580723e-06,2.2328950052830085e-07,8.624637568008103e-08,3.025277128254622e-07
DUAL3,proxqp,default,0.0022592400055145845,True,1.2821166145424415e-06,5.211230740544852e-08,6.763896919903858e-09,6.363936599917963e-10
DUAL3,proxqp,high_accuracy,0.0033403559937141836,True,1.6959132753873976e-10,5.907635491908536e-13,1.3997664138898358e-11,3.1479881201779136e-09
DUAL3,proxqp,low_accuracy,0.0028159840003354475,True,3.4803217786518805e-05,2.3625457996889754e-07,0.03267848877135845,8.416594075549844e-06
DUAL3,qpoases,default,0.05596165399765596,True,2.220446049250313e-16,2.7755575615628914e-15,5.551115123125783e-17,3.133978770941681e-09
DUAL3,qpoases,high_accuracy,0.09274071200343315,True,0.0,1.4710455076283324e-15,1.3877787807814457e-16,3.133978770941681e-09
DUAL3,qpoases,low_accuracy,0.008760033000726253,True,1.4432899320127035e-15,3.885780586188048e-15,2.1649348980190553e-15,3.1339770778515685e-09
DUAL3,qpswift,default,0.010679946004529484,True,1.1102230246251565e-16,2.2285884659782014e-15,1.5088819083075578e-10,3.0731719113941125e-09
DUAL3,qpswift,high_accuracy,0.010780883007100783,True,1.1102230246251565e-16,2.2285884659782014e-15,1.5088819083075578e-10,3.0731719113941125e-09
DUAL3,qpswift,low_accuracy,0.0069170959905022755,True,0.0,0.00014225572327880402,1.0443589795461339e-06,1.0482302508774133e-06
DUAL3,quadprog,default,0.004022659995825961,True,9.992007221626409e-16,1.9623191960249642e-14,8.326672684688674e-17,3.1339788819639836e-09
DUAL3,quadprog,high_accuracy,0.005219587008468807,True,9.992007221626409e-16,1.9623191960249642e-14,8.326672684688674e-17,3.1339788819639836e-09
DUAL3,quadprog,low_accuracy,0.004266080999514088,True,9.992007221626409e-16,1.9623191960249642e-14,8.326672684688674e-17,3.1339788819639836e-09
DUAL3,scs,default,0.010208947001956403,True,1.061760102372958e-06,2.386525200209766e-06,3.024359862790148e-07,1.6720214149335e-07
DUAL3,scs,high_accuracy,0.009745876988745295,True,1.1247809917254781e-11,2.695704770516727e-11,1.5896602203001422e-12,3.1356832130846612e-09
DUAL3,scs,low_accuracy,0.008423378007137217,True,1.061760102372958e-06,2.386525200209766e-06,3.024359862790148e-07,1.6720214149335e-07
DUAL4,clarabel,default,0.005244328000117093,True,3.3306690738754696e-16,4.667700731817272e-12,6.242558692193256e-10,1.931659054932311e-09
DUAL4,clarabel,high_accuracy,0.006383195999660529,True,3.3306690738754696e-16,4.667700731817272e-12,6.242558692193256e-10,1.931659054932311e-09
DUAL4,clarabel,low_accuracy,0.004697170996223576,True,3.3306690738754696e-16,2.3424052411277763e-15,0.00016575165203869258,8.995926169930168e-05
DUAL4,cvxopt,default,0.0061128469969844446,True,2.220446049250313e-16,1.6646225933378584e-15,3.078891080976476e-07,9.770818942822501e-08
DUAL4,cvxopt,high_accuracy,0.014443293999647722,True,2.220446049250313e-16,1.6646225933378584e-15,3.078891080976476e-07,9.770818942822501e-08
DUAL4,cvxopt,low_accuracy,0.0070029579947004095,True,2.220446049250313e-16,1.6646225933378584e-15,3.078891080976476e-07,9.770818942822501e-08
DUAL4,daqp,default,0.0003941000031773001,True,4.440892098500626e-16,4.440892098500626e-15,2.220446049250313e-16,1.802102467252098e-09
DUAL4,daqp,high_accuracy,0.00036599500162992626,True,4.440892098500626e-16,4.440892098500626e-15,2.220446049250313e-16,1.802102467252098e-09
DUAL4,daqp,low_accuracy,0.00037606699333991855,True,0.0009921192660693866,5.218048215738236e-15,7.771561172376096e-16,0.00013994294070862612
DUAL4,ecos,default,0.013436530003673397,True,4.440892098500626e-15,6.714295480711326e-06,4.166935285709883e-08,1.866415688667189e-09
DUAL4,ecos,high_accuracy,0.014280552000855096,True,4.440892098500626e-15,6.714295480711326e-06,4.166935285709883e-08,1.866415688667189e-09
DUAL4,ecos,low_accuracy,0.013423737007542513,True,4.440892098500626e-15,6.714295480711326e-06,4.166935285709883e-08,1.866415688667189e-09
DUAL4,gurobi,default,0.03802776300290134,True,4.836131495267182e-13,7.3722820070898365e-09,1.4635477385560591e-08,2.9431980186345186e-09
DUAL4,gurobi,high_accuracy,0.007950621002237312,True,4.836131495267182e-13,7.3722820070898365e-09,1.4635477385560591e-08,2.9431980186345186e-09
DUAL4,gurobi,low_accuracy,0.009574116993462667,True,4.836131495267182e-13,7.3722820070898365e-09,1.4635477385560591e-08,2.9431980186345186e-09
DUAL4,highs,default,0.022256192998611368,True,0.0,4.161916700162749e-09,2.081014915944479e-09,1.8021019121405857e-09
DUAL4,highs,high_accuracy,0.023479190000216477,True,0.0,4.161916700162749e-09,2.081014915944479e-09,1.8021019121405857e-09
DUAL4,highs,low_accuracy,0.02373501900001429,True,0.0,4.161916700162749e-09,2.081014915944479e-09,1.8021019121405857e-09
DUAL4,osqp,default,0.00201220900635235,True,5.0362934686887086e-08,2.7668493784993586e-07,2.111747853234239e-07,1.257181192482193e-08
DUAL4,osqp,high_accuracy,0.0037365630123531446,True,3.0984150332345304e-10,3.855427088694796e-11,8.257272502691499e-11,1.7195100898703686e-09
DUAL4,osqp,low_accuracy,0.002139380987500772,True,4.8762909480469925e-06,2.439898170170096e-07,1.9898394474346186e-06,2.2209275002404993e-06
DUAL4,proxqp,default,0.0006029860087437555,True,8.560620556169794e-06,3.389149005883496e-08,0.0026369949210258013,1.7721380123236763e-05
DUAL4,proxqp,high_accuracy,0.0009096860012505203,True,1.427682050018302e-10,4.358180483166052e-13,1.8700807569160816e-10,1.6150412118776103e-09
DUAL4,proxqp,low_accuracy,0.0005560669960686937,True,0.00016055016358893165,8.034104281851029e-07,0.00032939637408602174,0.0003383805666725692
DUAL4,qpoases,default,0.010075885002152063,True,2.220446049250313e-16,1.3322676295501878e-15,4.440892098500626e-16,1.802102467252098e-09
DUAL4,qpoases,high_accuracy,0.025318272004369646,True,0.0,1.887379141862766e-15,0.0,1.8021021341851906e-09
DUAL4,qpoases,low_accuracy,0.0014719229948241264,True,5.505405159533794e-13,5.218048215738236e-15,1.9817480989559044e-13,1.8019029601745729e-09
DUAL4,qpswift,default,0.0014512620109599084,True,3.3306690738754696e-16,1.6477165492130707e-15,3.330067299689432e-08,6.126750995427699e-09
DUAL4,qpswift,high_accuracy,0.001489463000325486,True,3.3306690738754696e-16,1.6477165492130707e-15,3.330067299689432e-08,6.126750995427699e-09
DUAL4,qpswift,low_accuracy,0.0011281250044703484,True,2.220446049250313e-16,0.00012453595870382667,4.898419685928079e-05,3.1571331150614945e-05
DUAL4,quadprog,default,0.0007856099982745945,True,4.440892098500626e-16,1.8207657603852567e-14,5.551115123125783e-16,1.8021016900959808e-09
DUAL4,quadprog,high_accuracy,0.0008264229982160032,True,4.440892098500626e-16,1.8207657603852567e-14,5.551115123125783e-16,1.8021016900959808e-09
DUAL4,quadprog,low_accuracy,0.0007749350043013692,True,4.440892098500626e-16,1.8207657603852567e-14,5.551115123125783e-16,1.8021016900959808e-09
DUAL4,scs,default,0.0026350090047344565,True,7.499356007900331e-06,3.966758251217062e-05,4.465315813346041e-06,7.981237476251124e-06
DUAL4,scs,high_accuracy,0.002974066010210663,True,4.911500300928158e-11,3.2794211790587724e-11,7.0158515745816945e-12,1.7928720730253644e-09
DUAL4,scs,low_accuracy,0.002542977992561646,True,7.499356007900331e-06,3.966758251217062e-05,4.465315813346041e-06,7.981237476251124e-06
DUALC1,clarabel,default,0.003496602992527187,True,0.0,7.98438107663368e-05,3.9274884486562744e-05,3.6756182453245856e-05
DUALC1,clarabel,high_accuracy,0.0043726490112021565,True,2.220446049250313e-16,9.313225746154785e-10,3.582902456945466e-11,2.946269614767516e-05
DUALC1,clarabel,low_accuracy,0.003582150995498523,True,0.0,7.98438107663368e-05,3.9274884486562744e-05,3.6756182453245856e-05
DUALC1,cvxopt,default,0.0165715530019952,True,1.1102230246251565e-16,4.832400009036064e-07,0.0011628171951511021,5.827308268635534e-05
DUALC1,cvxopt,high_accuracy,0.013146048004273325,True,1.1102230246251565e-16,4.832400009036064e-07,0.0011628171951511021,5.827308268635534e-05
DUALC1,cvxopt,low_accuracy,0.011245957008213736,True,1.1102230246251565e-16,4.832400009036064e-07,0.0011628171951511021,5.827308268635534e-05
DUALC1,daqp,default,0.00024181700428016484,True,1.4135147241181264e-14,9.313225746154785e-10,2.1846062736585736e-09,2.946049971797038e-05
DUALC1,daqp,high_accuracy,0.000185109005542472,True,1.4135147241181264e-14,9.313225746154785e-10,2.1846062736585736e-09,2.946049971797038e-05
DUALC1,daqp,low_accuracy,0.00016682800196576864,True,1.4135147241181264e-14,9.313225746154785e-10,2.1846062736585736e-09,2.946049971797038e-05
DUALC1,ecos,default,0.006670053000561893,True,3.3168134905281477e-11,1.3247657055035233,0.11358439612924731,0.0004674923375205253
DUALC1,ecos,high_accuracy,0.006836826010840014,True,1.0505374348213081e-11,0.3102239132858813,0.02706611998170055,0.00016815501658129506
DUALC1,ecos,low_accuracy,0.003947454009903595,False,inf,inf,inf,
DUALC1,gurobi,default,0.004515477005043067,True,3.1086244689504383e-15,1.3969838619232178e-09,6.639311322942376e-10,2.9463119062711485e-05
DUALC1,gurobi,high_accuracy,0.006007912001223303,True,3.1086244689504383e-15,1.3969838619232178e-09,6.639311322942376e-10,2.9463119062711485e-05
DUALC1,gurobi,low_accuracy,0.004608574992744252,True,3.1086244689504383e-15,1.3969838619232178e-09,6.639311322942376e-10,2.9463119062711485e-05
DUALC1,highs,default,0.002811808997648768,True,1.1102230246251565e-16,5.3871190175414085e-08,4.1947714635170996e-08,2.9462684324244037e-05
DUALC1,highs,high_accuracy,0.0024470939970342442,True,1.1102230246251565e-16,5.3871190175414085e-08,4.1947714635170996e-08,2.9462684324244037e-05
DUALC1,highs,low_accuracy,0.002800439004204236,True,1.1102230246251565e-16,5.3871190175414085e-08,4.1947714635170996e-08,2.9462684324244037e-05
DUALC1,osqp,default,0.002133216999936849,True,3.2817127158133884e-05,911.42157331419,376.9019667255535,74.94261618759265
DUALC1,osqp,high_accuracy,0.02283284900477156,False,inf,inf,inf,
DUALC1,osqp,low_accuracy,0.00821997900493443,True,4.662660230085439e-10,0.0008315506947838003,0.0012944458940182813,0.0014975566227803938
DUALC1,proxqp,default,0.000671229005092755,True,1.3146716219427487e-07,7.607508450746536e-06,0.12224282667739317,0.12221340836640593
DUALC1,proxqp,high_accuracy,0.0008618959982413799,True,3.204434290041907e-18,1.7462298274040222e-10,7.275957614183426e-12,2.9462682505254634e-05
DUALC1,proxqp,low_accuracy,0.0008335530001204461,True,7.79675968711938e-11,5.587935447692871e-09,8.006207281141542e-05,5.059939212515019e-05
DUALC1,qpoases,default,0.0008089879993349314,True,3.531918934152517,50890936.9739216,3.637978807091713e-12,15703.784710181522
DUALC1,qpoases,high_accuracy,0.0008125589956762269,True,3.531918934152517,50890936.9739216,3.637978807091713e-12,15703.784710181522
DUALC1,qpoases,low_accuracy,0.003791830997215584,True,3.531918934149816,50890936.97392115,1.4963006833568215e-08,15703.784710166537
DUALC1,qpswift,default,0.0016434110002592206,True,6.811668536323663e-09,4.470348358154297e-08,0.04796344254464202,0.047992857397730404
DUALC1,qpswift,high_accuracy,0.0017843719979282469,True,1.902237008929229e-10,5.820766091346741e-11,0.0013343877344595967,0.0013638504206028301
DUALC1,qpswift,low_accuracy,0.0016310830105794594,True,1.6326125653332398e-08,4.494562745094299e-06,0.11831025631727243,0.11833503102388931
DUALC1,quadprog,default,0.00020197799312882125,True,0.0,7.159542292356491e-09,1.3878889149054885e-09,2.946282984339632e-05
DUALC1,quadprog,high_accuracy,0.00023399799829348922,True,0.0,7.159542292356491e-09,1.3878889149054885e-09,2.946282984339632e-05
DUALC1,quadprog,low_accuracy,0.00020838699128944427,True,0.0,7.159542292356491e-09,1.3878889149054885e-09,2.946282984339632e-05
DUALC1,scs,default,0.0032221040019067004,True,6.756089263512797e-07,0.014550868654623628,0.33076489541588505,0.33848725433199434
DUALC1,scs,high_accuracy,0.010075951999169774,True,1.887379141862766e-15,4.656612873077393e-10,3.4378899727016687e-10,2.9462800739565864e-05
DUALC1,scs,low_accuracy,0.0037668570003006607,True,2.8835931500464094e-12,2.8777867555618286e-07,4.216017259750515e-07,2.9071517019474413e-05
DUALC5,clarabel,default,0.0037373740051407367,True,1.1102230246251565e-16,2.190454362707033e-08,3.118718154837552e-07,3.0874531944391492e-06
DUALC5,clarabel,high_accuracy,0.0038367879897123203,True,3.3306690738754696e-16,4.7410055522921935e-12,3.154809746774845e-11,3.2235967637461727e-06
DUALC5,clarabel,low_accuracy,0.003993585996795446,True,6.661338147750939e-16,2.1817315403050922e-06,3.117996436685644e-05,1.0390131023996219e-05
DUALC5,cvxopt,default,0.00608398400072474,True,0.0,2.1680853024008684e-06,5.960964349607612e-07,2.8396374318617745e-06
DUALC5,cvxopt,high_accuracy,0.01388369699998293,True,0.0,2.1680762074538507e-08,5.960635226212438e-09,3.2197706332226517e-06
DUALC5,cvxopt,low_accuracy,0.006170416003442369,True,1.1102230246251565e-16,0.00021680852091776615,5.961034568018235e-05,3.5174015749817045e-05
DUALC5,daqp,default,0.0001870849955594167,True,7.549516567451064e-15,6.821210263296962e-13,3.637978807091713e-12,3.223613816771831e-06
DUALC5,daqp,high_accuracy,0.00022599499789066613,True,7.549516567451064e-15,6.821210263296962e-13,3.637978807091713e-12,3.223613816771831e-06
DUALC5,daqp,low_accuracy,0.00019247799355071038,True,7.549516567451064e-15,6.821210263296962e-13,3.637978807091713e-12,3.223613816771831e-06
DUALC5,ecos,default,0.005278620999888517,True,2.35054118480606e-11,0.007107770394298996,0.0009282759410211838,3.2591415219940245e-06
DUALC5,ecos,high_accuracy,0.004904412999167107,True,2.35054118480606e-11,0.007107770394298996,0.0009282759410211838,3.2591415219940245e-06
DUALC5,ecos,low_accuracy,0.005595637994701974,True,2.35054118480606e-11,0.007107770394298996,0.0009282759410211838,3.2591415219940245e-06
DUALC5,gurobi,default,0.004427196006872691,True,4.8960835385969403e-14,6.35997707831848e-08,2.1399159777502064e-08,3.2125120696946396e-06
DUALC5,gurobi,high_accuracy,0.006375361990649253,True,4.8960835385969403e-14,6.35997707831848e-08,2.1399159777502064e-08,3.2125120696946396e-06
